Temperature Anomaly,Month,Hemisphere,Year
-0.38,Feb,Northern,1/1/1925
-0.28,Jan,Northern,1/1/1925
-0.25,Jul,Northern,1/1/1925
-0.25,Jun,Northern,1/1/1925
-0.23,Mar,Northern,1/1/1925
-0.21,May,Northern,1/1/1925
0.22,Nov,Northern,1/1/1925
-0.08,Oct,Northern,1/1/1925
-0.04,Sep,Northern,1/1/1925
-0.11,Apr,Northern,1/1/1926
-0.05,Aug,Northern,1/1/1926
-0.29,Dec,Northern,1/1/1926
0.19,Feb,Northern,1/1/1926
0.53,Jan,Northern,1/1/1926
-0.19,Jul,Northern,1/1/1926
-0.19,Jun,Northern,1/1/1926
0.37,Mar,Northern,1/1/1926
-0.23,May,Northern,1/1/1926
0.17,Nov,Northern,1/1/1926
0.07,Oct,Northern,1/1/1926
-0.02,Sep,Northern,1/1/1926
-0.27,Apr,Northern,1/1/1927
-0.16,Aug,Northern,1/1/1927
-0.37,Dec,Northern,1/1/1927
-0.08,Feb,Northern,1/1/1927
-0.28,Jan,Northern,1/1/1927
-0.07,Jul,Northern,1/1/1927
-0.13,Jun,Northern,1/1/1927
-0.46,Mar,Northern,1/1/1927
-0.12,May,Northern,1/1/1927
0.09,Nov,Northern,1/1/1927
0.24,Oct,Northern,1/1/1927
0.03,Sep,Northern,1/1/1927
-0.31,Apr,Northern,1/1/1928
-0.19,Aug,Northern,1/1/1928
-0.04,Dec,Northern,1/1/1928
0.09,Feb,Northern,1/1/1928
0.27,Jan,Northern,1/1/1928
-0.1,Jul,Northern,1/1/1928
-0.31,Jun,Northern,1/1/1928
-0.23,Mar,Northern,1/1/1928
-0.17,May,Northern,1/1/1928
0.06,Nov,Northern,1/1/1928
-0.08,Oct,Northern,1/1/1928
-0.16,Sep,Northern,1/1/1928
-0.35,Apr,Northern,1/1/1929
-0.19,Aug,Northern,1/1/1929
-0.65,Dec,Northern,1/1/1929
-0.79,Feb,Northern,1/1/1929
-0.56,Jan,Northern,1/1/1929
-0.35,Jul,Northern,1/1/1929
-0.39,Jun,Northern,1/1/1929
-0.19,Mar,Northern,1/1/1929
-0.27,May,Northern,1/1/1929
-0.02,Nov,Northern,1/1/1929
-0.01,Oct,Northern,1/1/1929
-0.2,Sep,Northern,1/1/1929
-0.15,Apr,Northern,1/1/1930
0.02,Aug,Northern,1/1/1930
0.08,Dec,Northern,1/1/1930
-0.19,Feb,Northern,1/1/1930
-0.11,Jan,Northern,1/1/1930
-0.03,Jul,Northern,1/1/1930
-0.11,Jun,Northern,1/1/1930
0.11,Mar,Northern,1/1/1930
-0.2,May,Northern,1/1/1930
0.45,Nov,Northern,1/1/1930
0.02,Oct,Northern,1/1/1930
-0.02,Sep,Northern,1/1/1930
-0.2,Apr,Northern,1/1/1931
0.09,Aug,Northern,1/1/1931
0.1,Dec,Northern,1/1/1931
-0.23,Feb,Northern,1/1/1931
0.01,Jan,Northern,1/1/1931
0.08,Jul,Northern,1/1/1931
0.15,Jun,Northern,1/1/1931
-0.06,Mar,Northern,1/1/1931
-0.14,May,Northern,1/1/1931
0.26,Nov,Northern,1/1/1931
0.36,Oct,Northern,1/1/1931
0.17,Sep,Northern,1/1/1931
0.1,Apr,Northern,1/1/1932
-0.08,Aug,Northern,1/1/1932
-0.21,Dec,Northern,1/1/1932
-0.18,Feb,Northern,1/1/1932
0.39,Jan,Northern,1/1/1932
-0.14,Jul,Northern,1/1/1932
-0.14,Jun,Northern,1/1/1932
-0.2,Mar,Northern,1/1/1932
-0.09,May,Northern,1/1/1932
-0.32,Nov,Northern,1/1/1932
0.14,Oct,Northern,1/1/1932
0.1,Sep,Northern,1/1/1932
-0.17,Apr,Northern,1/1/1933
-0.14,Aug,Northern,1/1/1933
-0.55,Dec,Northern,1/1/1933
-0.3,Feb,Northern,1/1/1933
-0.18,Jan,Northern,1/1/1933
-0.13,Jul,Northern,1/1/1933
-0.31,Jun,Northern,1/1/1933
-0.31,Mar,Northern,1/1/1933
-0.26,May,Northern,1/1/1933
-0.24,Nov,Northern,1/1/1933
-0.17,Oct,Northern,1/1/1933
-0.28,Sep,Northern,1/1/1933
-0.29,Apr,Northern,1/1/1934
-0.1,Aug,Northern,1/1/1934
0.18,Dec,Northern,1/1/1934
0.33,Feb,Northern,1/1/1934
-0.15,Jan,Northern,1/1/1934
-0.03,Jul,Northern,1/1/1934
-0.01,Jun,Northern,1/1/1934
-0.27,Mar,Northern,1/1/1934
0.08,May,Northern,1/1/1934
0.27,Nov,Northern,1/1/1934
0.13,Oct,Northern,1/1/1934
-0.14,Sep,Northern,1/1/1934
-0.35,Apr,Northern,1/1/1935
-0.07,Aug,Northern,1/1/1935
-0.17,Dec,Northern,1/1/1935
0.56,Feb,Northern,1/1/1935
-0.39,Jan,Northern,1/1/1935
-0.04,Jul,Northern,1/1/1935
-0.15,Jun,Northern,1/1/1935
0.03,Mar,Northern,1/1/1935
-0.29,May,Northern,1/1/1935
-0.32,Nov,Northern,1/1/1935
0.12,Oct,Northern,1/1/1935
-0.06,Sep,Northern,1/1/1935
-0.06,Apr,Northern,1/1/1936
0.03,Aug,Northern,1/1/1936
0.15,Dec,Northern,1/1/1936
-0.5,Feb,Northern,1/1/1936
-0.29,Jan,Northern,1/1/1936
0.09,Jul,Northern,1/1/1936
0.04,Jun,Northern,1/1/1936
-0.13,Mar,Northern,1/1/1936
-0.01,May,Northern,1/1/1936
0.15,Nov,Northern,1/1/1936
0.07,Oct,Northern,1/1/1936
0.07,Sep,Northern,1/1/1936
-0.07,Apr,Northern,1/1/1937
0.15,Aug,Northern,1/1/1937
0,Dec,Northern,1/1/1937
0.24,Feb,Northern,1/1/1937
0.09,Jan,Northern,1/1/1937
0.14,Jul,Northern,1/1/1937
0.14,Jun,Northern,1/1/1937
-0.23,Mar,Northern,1/1/1937
0.12,May,Northern,1/1/1937
0.25,Nov,Northern,1/1/1937
0.33,Oct,Northern,1/1/1937
0.29,Sep,Northern,1/1/1937
0.31,Apr,Northern,1/1/1938
0.08,Aug,Northern,1/1/1938
-0.13,Dec,Northern,1/1/1938
0.28,Feb,Northern,1/1/1938
0.35,Jan,Northern,1/1/1938
-0.03,Jul,Northern,1/1/1938
-0.07,Jun,Northern,1/1/1938
0.34,Mar,Northern,1/1/1938
0.03,May,Northern,1/1/1938
0.31,Nov,Northern,1/1/1938
0.32,Oct,Northern,1/1/1938
0.15,Sep,Northern,1/1/1938
-0.07,Apr,Northern,1/1/1939
0.08,Aug,Northern,1/1/1939
0.79,Dec,Northern,1/1/1939
-0.01,Feb,Northern,1/1/1939
0.03,Jan,Northern,1/1/1939
0.05,Jul,Northern,1/1/1939
0,Jun,Northern,1/1/1939
-0.24,Mar,Northern,1/1/1939
0.01,May,Northern,1/1/1939
0.24,Nov,Northern,1/1/1939
0.08,Oct,Northern,1/1/1939
0.13,Sep,Northern,1/1/1939
0.28,Apr,Northern,1/1/1940
0.07,Aug,Northern,1/1/1940
0.36,Dec,Northern,1/1/1940
0.14,Feb,Northern,1/1/1940
-0.1,Jan,Northern,1/1/1940
0.15,Jul,Northern,1/1/1940
0.16,Jun,Northern,1/1/1940
0.03,Mar,Northern,1/1/1940
0.16,May,Northern,1/1/1940
0.3,Nov,Northern,1/1/1940
0.29,Oct,Northern,1/1/1940
0.27,Sep,Northern,1/1/1940
0.12,Apr,Northern,1/1/1941
0.19,Aug,Northern,1/1/1941
0.19,Dec,Northern,1/1/1941
0.47,Feb,Northern,1/1/1941
0.18,Jan,Northern,1/1/1941
0.25,Jul,Northern,1/1/1941
0.21,Jun,Northern,1/1/1941
0.12,Mar,Northern,1/1/1941
0.24,May,Northern,1/1/1941
0.18,Nov,Northern,1/1/1941
0.5,Oct,Northern,1/1/1941
0.1,Sep,Northern,1/1/1941
0.09,Apr,Northern,1/1/1942
-0.08,Aug,Northern,1/1/1942
0.27,Dec,Northern,1/1/1942
-0.09,Feb,Northern,1/1/1942
0.4,Jan,Northern,1/1/1942
0,Jul,Northern,1/1/1942
0.1,Jun,Northern,1/1/1942
-0.01,Mar,Northern,1/1/1942
0.16,May,Northern,1/1/1942
0.26,Nov,Northern,1/1/1942
0.28,Oct,Northern,1/1/1942
0.11,Sep,Northern,1/1/1942
0.31,Apr,Northern,1/1/1943
0.1,Aug,Northern,1/1/1943
0.37,Dec,Northern,1/1/1943
0.38,Feb,Northern,1/1/1943
-0.1,Jan,Northern,1/1/1943
-0.02,Jul,Northern,1/1/1943
-0.07,Jun,Northern,1/1/1943
0,Mar,Northern,1/1/1943
0.23,May,Northern,1/1/1943
0.36,Nov,Northern,1/1/1943
0.46,Oct,Northern,1/1/1943
0.14,Sep,Northern,1/1/1943
0.18,Apr,Northern,1/1/1944
0.16,Aug,Northern,1/1/1944
-0.01,Dec,Northern,1/1/1944
0.43,Feb,Northern,1/1/1944
0.62,Jan,Northern,1/1/1944
0.14,Jul,Northern,1/1/1944
0.17,Jun,Northern,1/1/1944
0.31,Mar,Northern,1/1/1944
0.23,May,Northern,1/1/1944
0.19,Nov,Northern,1/1/1944
0.44,Oct,Northern,1/1/1944
0.35,Sep,Northern,1/1/1944
0.29,Apr,Northern,1/1/1945
0.28,Aug,Northern,1/1/1945
-0.21,Dec,Northern,1/1/1945
-0.06,Feb,Northern,1/1/1945
0.11,Jan,Northern,1/1/1945
0.06,Jul,Northern,1/1/1945
0.08,Jun,Northern,1/1/1945
0.09,Mar,Northern,1/1/1945
0.08,May,Northern,1/1/1945
0.09,Nov,Northern,1/1/1945
0.24,Oct,Northern,1/1/1945
0.2,Sep,Northern,1/1/1945
0.31,Apr,Northern,1/1/1946
-0.1,Aug,Northern,1/1/1946
-0.45,Dec,Northern,1/1/1946
0.09,Feb,Northern,1/1/1946
0.34,Jan,Northern,1/1/1946
-0.04,Jul,Northern,1/1/1946
-0.05,Jun,Northern,1/1/1946
0.12,Mar,Northern,1/1/1946
0.03,May,Northern,1/1/1946
0.07,Nov,Northern,1/1/1946
0.02,Oct,Northern,1/1/1946
-0.04,Sep,Northern,1/1/1946
0.23,Apr,Northern,1/1/1947
-0.04,Aug,Northern,1/1/1947
-0.05,Dec,Northern,1/1/1947
-0.04,Feb,Northern,1/1/1947
-0.04,Jan,Northern,1/1/1947
-0.03,Jul,Northern,1/1/1947
0,Jun,Northern,1/1/1947
0.28,Mar,Northern,1/1/1947
0.06,May,Northern,1/1/1947
0.19,Nov,Northern,1/1/1947
0.41,Oct,Northern,1/1/1947
-0.01,Sep,Northern,1/1/1947
-0.03,Apr,Northern,1/1/1948
0.03,Aug,Northern,1/1/1948
-0.39,Dec,Northern,1/1/1948
-0.15,Feb,Northern,1/1/1948
0.3,Jan,Northern,1/1/1948
0.01,Jul,Northern,1/1/1948
0.04,Jun,Northern,1/1/1948
-0.28,Mar,Northern,1/1/1948
0.17,May,Northern,1/1/1948
0.04,Nov,Northern,1/1/1948
0.08,Oct,Northern,1/1/1948
-0.03,Sep,Northern,1/1/1948
-0.03,Apr,Northern,1/1/1949
-0.04,Aug,Northern,1/1/1949
-0.14,Dec,Northern,1/1/1949
-0.09,Feb,Northern,1/1/1949
0.23,Jan,Northern,1/1/1949
-0.11,Jul,Northern,1/1/1949
-0.2,Jun,Northern,1/1/1949
0.04,Mar,Northern,1/1/1949
0.01,May,Northern,1/1/1949
0.05,Nov,Northern,1/1/1949
0.07,Oct,Northern,1/1/1949
-0.1,Sep,Northern,1/1/1949
-0.22,Apr,Northern,1/1/1950
-0.2,Aug,Northern,1/1/1950
-0.13,Dec,Northern,1/1/1950
-0.27,Feb,Northern,1/1/1950
-0.29,Jan,Northern,1/1/1950
-0.18,Jul,Northern,1/1/1950
-0.06,Jun,Northern,1/1/1950
0.06,Mar,Northern,1/1/1950
-0.04,May,Northern,1/1/1950
-0.33,Nov,Northern,1/1/1950
-0.06,Oct,Northern,1/1/1950
-0.09,Sep,Northern,1/1/1950
0.06,Apr,Northern,1/1/1951
0.22,Aug,Northern,1/1/1951
0.38,Dec,Northern,1/1/1951
-0.52,Feb,Northern,1/1/1951
-0.36,Jan,Northern,1/1/1951
0.08,Jul,Northern,1/1/1951
-0.02,Jun,Northern,1/1/1951
-0.18,Mar,Northern,1/1/1951
0.17,May,Northern,1/1/1951
0.08,Nov,Northern,1/1/1951
0.29,Oct,Northern,1/1/1951
0.34,Sep,Northern,1/1/1951
0.17,Apr,Northern,1/1/1952
0.07,Aug,Northern,1/1/1952
0.01,Dec,Northern,1/1/1952
0.17,Feb,Northern,1/1/1952
0.17,Jan,Northern,1/1/1952
0.14,Jul,Northern,1/1/1952
0.16,Jun,Northern,1/1/1952
-0.22,Mar,Northern,1/1/1952
0.15,May,Northern,1/1/1952
-0.21,Nov,Northern,1/1/1952
-0.01,Oct,Northern,1/1/1952
0.14,Sep,Northern,1/1/1952
0.41,Apr,Northern,1/1/1953
0.18,Aug,Northern,1/1/1953
0.22,Dec,Northern,1/1/1953
0.37,Feb,Northern,1/1/1953
0.24,Jan,Northern,1/1/1953
0.21,Jul,Northern,1/1/1953
0.25,Jun,Northern,1/1/1953
0.25,Mar,Northern,1/1/1953
0.24,May,Northern,1/1/1953
0.08,Nov,Northern,1/1/1953
0.27,Oct,Northern,1/1/1953
0.17,Sep,Northern,1/1/1953
-0.01,Apr,Northern,1/1/1954
-0.01,Aug,Northern,1/1/1954
-0.11,Dec,Northern,1/1/1954
0,Feb,Northern,1/1/1954
-0.24,Jan,Northern,1/1/1954
-0.11,Jul,Northern,1/1/1954
-0.04,Jun,Northern,1/1/1954
-0.16,Mar,Northern,1/1/1954
-0.07,May,Northern,1/1/1954
0.34,Nov,Northern,1/1/1954
0.13,Oct,Northern,1/1/1954
0.09,Sep,Northern,1/1/1954
-0.24,Apr,Northern,1/1/1955
0.06,Aug,Northern,1/1/1955
-0.29,Dec,Northern,1/1/1955
-0.13,Feb,Northern,1/1/1955
0.42,Jan,Northern,1/1/1955
-0.05,Jul,Northern,1/1/1955
-0.1,Jun,Northern,1/1/1955
-0.43,Mar,Northern,1/1/1955
-0.13,May,Northern,1/1/1955
-0.34,Nov,Northern,1/1/1955
0.12,Oct,Northern,1/1/1955
-0.02,Sep,Northern,1/1/1955
-0.26,Apr,Northern,1/1/1956
-0.28,Aug,Northern,1/1/1956
-0.1,Dec,Northern,1/1/1956
-0.32,Feb,Northern,1/1/1956
-0.04,Jan,Northern,1/1/1956
-0.2,Jul,Northern,1/1/1956
-0.2,Jun,Northern,1/1/1956
-0.23,Mar,Northern,1/1/1956
-0.3,May,Northern,1/1/1956
-0.26,Nov,Northern,1/1/1956
-0.28,Oct,Northern,1/1/1956
-0.32,Sep,Northern,1/1/1956
-0.1,Apr,Northern,1/1/1957
0.16,Aug,Northern,1/1/1957
0.24,Dec,Northern,1/1/1957
-0.06,Feb,Northern,1/1/1957
-0.14,Jan,Northern,1/1/1957
0.11,Jul,Northern,1/1/1957
0.12,Jun,Northern,1/1/1957
-0.1,Mar,Northern,1/1/1957
-0.06,May,Northern,1/1/1957
0.12,Nov,Northern,1/1/1957
0.06,Oct,Northern,1/1/1957
0.12,Sep,Northern,1/1/1957
0.02,Apr,Northern,1/1/1958
0.13,Aug,Northern,1/1/1958
0.18,Dec,Northern,1/1/1958
0.28,Feb,Northern,1/1/1958
0.68,Jan,Northern,1/1/1958
0.04,Jul,Northern,1/1/1958
0.04,Jun,Northern,1/1/1958
0.16,Mar,Northern,1/1/1958
0.12,May,Northern,1/1/1958
0.03,Nov,Northern,1/1/1958
0.08,Oct,Northern,1/1/1958
0.07,Sep,Northern,1/1/1958
0.22,Apr,Northern,1/1/1959
0.09,Aug,Northern,1/1/1959
0.1,Dec,Northern,1/1/1959
0.16,Feb,Northern,1/1/1959
0.24,Jan,Northern,1/1/1959
0.05,Jul,Northern,1/1/1959
0.14,Jun,Northern,1/1/1959
0.33,Mar,Northern,1/1/1959
0.04,May,Northern,1/1/1959
0.02,Nov,Northern,1/1/1959
-0.04,Oct,Northern,1/1/1959
0.13,Sep,Northern,1/1/1959
-0.13,Apr,Northern,1/1/1960
0.11,Aug,Northern,1/1/1960
0.39,Dec,Northern,1/1/1960
0.42,Feb,Northern,1/1/1960
0.15,Jan,Northern,1/1/1960
0.09,Jul,Northern,1/1/1960
0.19,Jun,Northern,1/1/1960
-0.4,Mar,Northern,1/1/1960
0.03,May,Northern,1/1/1960
-0.08,Nov,Northern,1/1/1960
0.05,Oct,Northern,1/1/1960
0.12,Sep,Northern,1/1/1960
0.14,Apr,Northern,1/1/1961
0.05,Aug,Northern,1/1/1961
-0.17,Dec,Northern,1/1/1961
0.29,Feb,Northern,1/1/1961
0.17,Jan,Northern,1/1/1961
0.06,Jul,Northern,1/1/1961
0.18,Jun,Northern,1/1/1961
0.22,Mar,Northern,1/1/1961
0.07,May,Northern,1/1/1961
0.08,Nov,Northern,1/1/1961
-0.04,Oct,Northern,1/1/1961
-0.02,Sep,Northern,1/1/1961
0.22,Apr,Northern,1/1/1962
0.04,Aug,Northern,1/1/1962
0.1,Dec,Northern,1/1/1962
0.36,Feb,Northern,1/1/1962
0.28,Jan,Northern,1/1/1962
0.1,Jul,Northern,1/1/1962
-0.13,Jun,Northern,1/1/1962
0.3,Mar,Northern,1/1/1962
0.02,May,Northern,1/1/1962
0.12,Nov,Northern,1/1/1962
0.13,Oct,Northern,1/1/1962
-0.02,Sep,Northern,1/1/1962
0.04,Apr,Northern,1/1/1963
0.14,Aug,Northern,1/1/1963
0.02,Dec,Northern,1/1/1963
0.5,Feb,Northern,1/1/1963
0.07,Jan,Northern,1/1/1963
0.1,Jul,Northern,1/1/1963
-0.04,Jun,Northern,1/1/1963
-0.11,Mar,Northern,1/1/1963
-0.05,May,Northern,1/1/1963
0.43,Nov,Northern,1/1/1963
0.42,Oct,Northern,1/1/1963
0.13,Sep,Northern,1/1/1963
-0.3,Apr,Northern,1/1/1964
-0.23,Aug,Northern,1/1/1964
-0.27,Dec,Northern,1/1/1964
-0.03,Feb,Northern,1/1/1964
-0.05,Jan,Northern,1/1/1964
-0.13,Jul,Northern,1/1/1964
-0.09,Jun,Northern,1/1/1964
-0.32,Mar,Northern,1/1/1964
-0.1,May,Northern,1/1/1964
-0.22,Nov,Northern,1/1/1964
-0.31,Oct,Northern,1/1/1964
-0.28,Sep,Northern,1/1/1964
-0.26,Apr,Northern,1/1/1965
-0.2,Aug,Northern,1/1/1965
-0.08,Dec,Northern,1/1/1965
-0.37,Feb,Northern,1/1/1965
-0.02,Jan,Northern,1/1/1965
-0.18,Jul,Northern,1/1/1965
-0.2,Jun,Northern,1/1/1965
-0.1,Mar,Northern,1/1/1965
-0.13,May,Northern,1/1/1965
0.05,Nov,Northern,1/1/1965
-0.02,Oct,Northern,1/1/1965
-0.2,Sep,Northern,1/1/1965
-0.22,Apr,Northern,1/1/1966
0.14,Aug,Northern,1/1/1966
-0.03,Dec,Northern,1/1/1966
0.03,Feb,Northern,1/1/1966
-0.25,Jan,Northern,1/1/1966
0.11,Jul,Northern,1/1/1966
0.06,Jun,Northern,1/1/1966
0,Mar,Northern,1/1/1966
-0.05,May,Northern,1/1/1966
0.02,Nov,Northern,1/1/1966
-0.1,Oct,Northern,1/1/1966
0.06,Sep,Northern,1/1/1966
0.05,Apr,Northern,1/1/1967
0.06,Aug,Northern,1/1/1967
0.02,Dec,Northern,1/1/1967
-0.37,Feb,Northern,1/1/1967
-0.17,Jan,Northern,1/1/1967
0.05,Jul,Northern,1/1/1967
-0.06,Jun,Northern,1/1/1967
0.23,Mar,Northern,1/1/1967
0.21,May,Northern,1/1/1967
0.04,Nov,Northern,1/1/1967
0.29,Oct,Northern,1/1/1967
-0.03,Sep,Northern,1/1/1967
0,Apr,Northern,1/1/1968
-0.08,Aug,Northern,1/1/1968
-0.33,Dec,Northern,1/1/1968
-0.16,Feb,Northern,1/1/1968
-0.29,Jan,Northern,1/1/1968
-0.08,Jul,Northern,1/1/1968
-0.04,Jun,Northern,1/1/1968
0.44,Mar,Northern,1/1/1968
-0.06,May,Northern,1/1/1968
-0.22,Nov,Northern,1/1/1968
0,Oct,Northern,1/1/1968
-0.04,Sep,Northern,1/1/1968
0.03,Apr,Northern,1/1/1969
0.05,Aug,Northern,1/1/1969
0.31,Dec,Northern,1/1/1969
-0.45,Feb,Northern,1/1/1969
-0.43,Jan,Northern,1/1/1969
0.06,Jul,Northern,1/1/1969
-0.04,Jun,Northern,1/1/1969
-0.2,Mar,Northern,1/1/1969
0.11,May,Northern,1/1/1969
0.15,Nov,Northern,1/1/1969
0.03,Oct,Northern,1/1/1969
0.04,Sep,Northern,1/1/1969
-0.02,Apr,Northern,1/1/1970
-0.05,Aug,Northern,1/1/1970
-0.31,Dec,Northern,1/1/1970
0.28,Feb,Northern,1/1/1970
-0.02,Jan,Northern,1/1/1970
-0.04,Jul,Northern,1/1/1970
0.02,Jun,Northern,1/1/1970
-0.07,Mar,Northern,1/1/1970
0,May,Northern,1/1/1970
0.01,Nov,Northern,1/1/1970
-0.2,Oct,Northern,1/1/1970
-0.05,Sep,Northern,1/1/1970
-0.2,Apr,Northern,1/1/1971
-0.16,Aug,Northern,1/1/1971
-0.13,Dec,Northern,1/1/1971
-0.21,Feb,Northern,1/1/1971
-0.14,Jan,Northern,1/1/1971
-0.13,Jul,Northern,1/1/1971
-0.14,Jun,Northern,1/1/1971
-0.28,Mar,Northern,1/1/1971
-0.12,May,Northern,1/1/1971
-0.02,Nov,Northern,1/1/1971
-0.16,Oct,Northern,1/1/1971
-0.14,Sep,Northern,1/1/1971
-0.11,Apr,Northern,1/1/1972
-0.09,Aug,Northern,1/1/1972
-0.05,Dec,Northern,1/1/1972
-0.52,Feb,Northern,1/1/1972
-0.54,Jan,Northern,1/1/1972
-0.05,Jul,Northern,1/1/1972
-0.1,Jun,Northern,1/1/1972
0.01,Mar,Northern,1/1/1972
-0.15,May,Northern,1/1/1972
-0.2,Nov,Northern,1/1/1972
-0.04,Oct,Northern,1/1/1972
-0.26,Sep,Northern,1/1/1972
0.19,Apr,Northern,1/1/1973
0.03,Aug,Northern,1/1/1973
-0.04,Dec,Northern,1/1/1973
0.44,Feb,Northern,1/1/1973
0.15,Jan,Northern,1/1/1973
0.04,Jul,Northern,1/1/1973
0.16,Jun,Northern,1/1/1973
0.32,Mar,Northern,1/1/1973
0.09,May,Northern,1/1/1973
-0.09,Nov,Northern,1/1/1973
-0.07,Oct,Northern,1/1/1973
-0.08,Sep,Northern,1/1/1973
-0.1,Apr,Northern,1/1/1974
-0.11,Aug,Northern,1/1/1974
-0.27,Dec,Northern,1/1/1974
-0.35,Feb,Northern,1/1/1974
-0.25,Jan,Northern,1/1/1974
-0.12,Jul,Northern,1/1/1974
-0.18,Jun,Northern,1/1/1974
0.02,Mar,Northern,1/1/1974
-0.19,May,Northern,1/1/1974
-0.2,Nov,Northern,1/1/1974
-0.23,Oct,Northern,1/1/1974
-0.16,Sep,Northern,1/1/1974
0.05,Apr,Northern,1/1/1975
-0.13,Aug,Northern,1/1/1975
-0.22,Dec,Northern,1/1/1975
0.09,Feb,Northern,1/1/1975
0.16,Jan,Northern,1/1/1975
-0.06,Jul,Northern,1/1/1975
-0.08,Jun,Northern,1/1/1975
0.1,Mar,Northern,1/1/1975
-0.02,May,Northern,1/1/1975
-0.3,Nov,Northern,1/1/1975
-0.18,Oct,Northern,1/1/1975
-0.08,Sep,Northern,1/1/1975
0.02,Apr,Northern,1/1/1976
-0.21,Aug,Northern,1/1/1976
-0.25,Dec,Northern,1/1/1976
-0.12,Feb,Northern,1/1/1976
0.05,Jan,Northern,1/1/1976
-0.26,Jul,Northern,1/1/1976
-0.2,Jun,Northern,1/1/1976
-0.31,Mar,Northern,1/1/1976
-0.26,May,Northern,1/1/1976
-0.31,Nov,Northern,1/1/1976
-0.51,Oct,Northern,1/1/1976
-0.12,Sep,Northern,1/1/1976
0.25,Apr,Northern,1/1/1977
0.02,Aug,Northern,1/1/1977
0.02,Dec,Northern,1/1/1977
0.11,Feb,Northern,1/1/1977
-0.16,Jan,Northern,1/1/1977
0.09,Jul,Northern,1/1/1977
0.23,Jun,Northern,1/1/1977
0.27,Mar,Northern,1/1/1977
0.23,May,Northern,1/1/1977
0.28,Nov,Northern,1/1/1977
-0.02,Oct,Northern,1/1/1977
0.13,Sep,Northern,1/1/1977
0.07,Apr,Northern,1/1/1978
-0.14,Aug,Northern,1/1/1978
0.02,Dec,Northern,1/1/1978
0.04,Feb,Northern,1/1/1978
0.16,Jan,Northern,1/1/1978
-0.07,Jul,Northern,1/1/1978
-0.14,Jun,Northern,1/1/1978
0.21,Mar,Northern,1/1/1978
-0.06,May,Northern,1/1/1978
0.16,Nov,Northern,1/1/1978
0,Oct,Northern,1/1/1978
-0.01,Sep,Northern,1/1/1978
-0.17,Apr,Northern,1/1/1979
0.04,Aug,Northern,1/1/1979
0.55,Dec,Northern,1/1/1979
-0.35,Feb,Northern,1/1/1979
-0.05,Jan,Northern,1/1/1979
0.05,Jul,Northern,1/1/1979
0.08,Jun,Northern,1/1/1979
0.18,Mar,Northern,1/1/1979
0.01,May,Northern,1/1/1979
0.24,Nov,Northern,1/1/1979
0.23,Oct,Northern,1/1/1979
0.19,Sep,Northern,1/1/1979
0.15,Apr,Northern,1/1/1980
0.09,Aug,Northern,1/1/1980
0.09,Dec,Northern,1/1/1980
0.41,Feb,Northern,1/1/1980
0.21,Jan,Northern,1/1/1980
0.14,Jul,Northern,1/1/1980
0.19,Jun,Northern,1/1/1980
0.07,Mar,Northern,1/1/1980
0.26,May,Northern,1/1/1980
0.2,Nov,Northern,1/1/1980
0.11,Oct,Northern,1/1/1980
0.1,Sep,Northern,1/1/1980
0.39,Apr,Northern,1/1/1981
0.16,Aug,Northern,1/1/1981
0.54,Dec,Northern,1/1/1981
0.63,Feb,Northern,1/1/1981
0.79,Jan,Northern,1/1/1981
0.09,Jul,Northern,1/1/1981
0.28,Jun,Northern,1/1/1981
0.67,Mar,Northern,1/1/1981
0.18,May,Northern,1/1/1981
0.35,Nov,Northern,1/1/1981
0.23,Oct,Northern,1/1/1981
0.14,Sep,Northern,1/1/1981
0.17,Apr,Northern,1/1/1982
-0.07,Aug,Northern,1/1/1982
0.38,Dec,Northern,1/1/1982
0.17,Feb,Northern,1/1/1982
-0.13,Jan,Northern,1/1/1982
0.05,Jul,Northern,1/1/1982
0.01,Jun,Northern,1/1/1982
0.06,Mar,Northern,1/1/1982
0.09,May,Northern,1/1/1982
-0.11,Nov,Northern,1/1/1982
0,Oct,Northern,1/1/1982
0.06,Sep,Northern,1/1/1982
0.07,Apr,Northern,1/1/1983
0.26,Aug,Northern,1/1/1983
0.11,Dec,Northern,1/1/1983
0.35,Feb,Northern,1/1/1983
0.55,Jan,Northern,1/1/1983
0.21,Jul,Northern,1/1/1983
0.11,Jun,Northern,1/1/1983
0.42,Mar,Northern,1/1/1983
0.06,May,Northern,1/1/1983
0.49,Nov,Northern,1/1/1983
0.12,Oct,Northern,1/1/1983
0.26,Sep,Northern,1/1/1983
-0.07,Apr,Northern,1/1/1984
0.06,Aug,Northern,1/1/1984
-0.42,Dec,Northern,1/1/1984
0.03,Feb,Northern,1/1/1984
0.34,Jan,Northern,1/1/1984
0.09,Jul,Northern,1/1/1984
0.09,Jun,Northern,1/1/1984
0.18,Mar,Northern,1/1/1984
0.23,May,Northern,1/1/1984
-0.1,Nov,Northern,1/1/1984
0.09,Oct,Northern,1/1/1984
-0.03,Sep,Northern,1/1/1984
-0.03,Apr,Northern,1/1/1985
-0.02,Aug,Northern,1/1/1985
0.16,Dec,Northern,1/1/1985
-0.29,Feb,Northern,1/1/1985
0.07,Jan,Northern,1/1/1985
-0.07,Jul,Northern,1/1/1985
0.01,Jun,Northern,1/1/1985
0,Mar,Northern,1/1/1985
